id,application_id,name,full_name,pan,mobile,email,gender,age,date_of_birth,cibil,cibil_score,monthly_income,loan_amt,loan_amount_requested,tenure_months,existing_emi,type,loan_type,city,employment_type,loan_purpose,indicative_rate,property_type,created
RET-006810,RET-006810,Samir Verma,Samir Verma,UVKWB2421L,9271776239,samir6810@hotmail.com,F,55,1971-01-11,886,886,52798,190000,190000,18,13951,gold_loan,gold_loan,Chennai,self_employed_non_professional,Home appliances,15.77,,2025-03-06
RET-006811,RET-006811,Nikita Chakraborty,Nikita Chakraborty,XQYAN1600H,9911537124,nikita6811@hotmail.com,O,46,1980-01-16,759,759,113373,1900000,1900000,120,4625,home_loan,home_loan,Chennai,self_employed_non_professional,Medical emergency,15.94,ready_to_move,2025-04-04
RET-006812,RET-006812,Aayush Venkatesan,Aayush Venkatesan,SYIUQ6431J,9844398960,aayush6812@gmail.com,F,48,1978-02-25,620,620,44650,6400000,6400000,120,8634,home_loan,home_loan,Bengaluru,salaried,Home renovation,14.06,ready_to_move,2024-07-10
RET-006813,RET-006813,Advaith Krishnamurthy,Advaith Krishnamurthy,QZHMR7089W,9883840118,advaith6813@outlook.com,F,60,1966-01-12,841,841,36222,110000,110000,18,8946,gold_loan,gold_loan,Ahmedabad,salaried,Business expansion,12.87,,2024-07-05
RET-006814,RET-006814,Satish Karuppusamy,Satish Karuppusamy,VSKCM5811N,9926737337,satish6814@rediffmail.com,F,34,1992-05-06,759,759,115022,1600000,1600000,120,29384,home_loan,home_loan,Bengaluru,salaried,Consumer durables,17.79,ready_to_move,2024-12-13
RET-006815,RET-006815,Sumitra Tripathi,Sumitra Tripathi,FNUDT6300X,9807824656,sumitra6815@outlook.com,O,57,1969-08-03,821,821,107098,120000,120000,24,19278,gold_loan,gold_loan,Bengaluru,self_employed_professional,Wedding,10.13,,2025-06-15
RET-006816,RET-006816,Venkat Dhull,Venkat Dhull,JBGEJ3552W,9685537716,venkat6816@yahoo.co.in,O,58,1968-11-26,669,669,255113,1800000,1800000,24,14330,personal_loan,personal_loan,Pune,self_employed_non_professional,Wedding,14.66,,2024-09-10
RET-006817,RET-006817,Abirami Bose,Abirami Bose,YQCHA3163I,9524036094,abirami6817@outlook.com,O,39,1987-10-02,838,838,322787,900000,900000,48,87588,personal_loan,personal_loan,Mumbai,salaried,Education,14.87,,2025-06-23
RET-006818,RET-006818,Saritha Chatterjee,Saritha Chatterjee,XVGEX7342X,9812980902,saritha6818@hotmail.com,M,31,1995-11-08,707,707,104554,1400000,1400000,12,27936,personal_loan,personal_loan,Chennai,salaried,Home renovation,15.47,,2026-01-28
RET-006819,RET-006819,Advaita Dagar,Advaita Dagar,ZWTGK2814E,9235415956,advaita6819@yahoo.co.in,F,45,1981-10-23,752,752,32167,1400000,1400000,60,10383,personal_loan,personal_loan,Bengaluru,self_employed_professional,Personal expenses,12.59,,2024-04-17
RET-006820,RET-006820,Sonia Saini,Sonia Saini,KQDOB1782H,9901226017,sonia6820@yahoo.co.in,O,45,1981-08-04,846,846,60267,2000000,2000000,36,793,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home appliances,14.17,,2024-03-22
RET-006821,RET-006821,Shivani Deol,Shivani Deol,IOELI9395J,9419186228,shivani6821@outlook.com,F,27,1999-10-05,842,842,172771,6100000,6100000,180,36286,home_loan,home_loan,Mumbai,self_employed_non_professional,Wedding,13.75,ready_to_move,2026-01-31
RET-006822,RET-006822,Vinay Sanghvi,Vinay Sanghvi,VKXUP7342D,9250474593,vinay6822@outlook.com,M,59,1967-04-26,842,842,398622,1700000,1700000,12,30985,personal_loan,personal_loan,Chennai,self_employed_professional,Vehicle purchase,18.21,,2025-01-16
RET-006823,RET-006823,Abhirup Venkataraman,Abhirup Venkataraman,PRFBI7278P,9291096750,abhirup6823@outlook.com,F,38,1988-02-14,661,661,120451,600000,600000,48,31803,auto_loan,auto_loan,Bengaluru,salaried,Travel,14.36,,2024-04-24
RET-006824,RET-006824,Vinay George,Vinay George,RLBDA8071N,9893678784,vinay6824@gmail.com,M,31,1995-02-09,796,796,390222,1800000,1800000,180,100719,home_loan,home_loan,Bengaluru,salaried,Consumer durables,17.4,under_construction,2024-12-05
RET-006825,RET-006825,Vasanth Toor,Vasanth Toor,VYDWK1065A,9298347227,vasanth6825@yahoo.co.in,M,58,1968-08-22,817,817,67443,800000,800000,36,17144,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Education,15.83,,2026-01-10
RET-006826,RET-006826,Govind Mudaliar,Govind Mudaliar,HUVWU8136U,9458190226,govind6826@gmail.com,F,26,2000-08-25,749,749,61855,100000,100000,18,8515,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Personal expenses,15.26,,2025-06-25
RET-006827,RET-006827,Naomi Bhat,Naomi Bhat,WTZJQ3121N,9985661629,naomi6827@rediffmail.com,F,58,1968-07-06,758,758,112109,500000,500000,60,4279,personal_loan,personal_loan,Bengaluru,salaried,Debt consolidation,17.44,,2025-07-30
RET-006828,RET-006828,Bhavesh Subramanian,Bhavesh Subramanian,DKCAR9507R,9301852462,bhavesh6828@outlook.com,M,24,2002-09-01,687,687,31339,600000,600000,72,8114,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home renovation,16.55,,2024-09-27
RET-006829,RET-006829,Prasanna Rodrigues,Prasanna Rodrigues,CVYKD6615D,9992185636,prasanna6829@hotmail.com,M,57,1969-11-06,659,659,39533,700000,700000,48,5241,personal_loan,personal_loan,Mumbai,self_employed_professional,Travel,13.32,,2024-08-31
RET-006830,RET-006830,Kajal Shanmugam,Kajal Shanmugam,IFKKJ3600I,9161186792,kajal6830@rediffmail.com,O,32,1994-02-16,889,889,44163,1900000,1900000,12,8366,personal_loan,personal_loan,Ahmedabad,salaried,Debt consolidation,14.6,,2024-08-24
RET-006831,RET-006831,Chetan Sekhon,Chetan Sekhon,ZWOWI4763L,9559709932,chetan6831@gmail.com,O,28,1998-08-12,708,708,118004,1400000,1400000,48,24516,auto_loan,auto_loan,Mumbai,self_employed_professional,Home appliances,16.13,,2025-06-25
RET-006832,RET-006832,Aamani Ranade,Aamani Ranade,XSGLA2946O,9428674657,aamani6832@gmail.com,M,52,1974-01-21,656,656,32372,150000,150000,6,4355,gold_loan,gold_loan,Lucknow,self_employed_professional,Business expansion,14.65,,2025-12-12
RET-006833,RET-006833,Vibha Bhati,Vibha Bhati,DSPYL2855C,9197285352,vibha6833@hotmail.com,F,34,1992-05-01,802,802,33276,700000,700000,36,1840,auto_loan,auto_loan,Pune,self_employed_professional,Education,11.6,,2026-01-09
RET-006834,RET-006834,Sandeep Khatri,Sandeep Khatri,SNFKY9939A,9349300386,sandeep6834@gmail.com,M,56,1970-02-14,742,742,83796,1400000,1400000,60,7498,auto_loan,auto_loan,Bengaluru,self_employed_professional,Travel,15.21,,2024-04-06
RET-006835,RET-006835,Aaira Joshi,Aaira Joshi,SNIFG4258O,9715040782,aaira6835@gmail.com,M,37,1989-05-27,802,802,26616,700000,700000,12,4877,personal_loan,personal_loan,Coimbatore,self_employed_non_professional,Consumer durables,10.94,,2024-12-21
RET-006836,RET-006836,Anurag Nair,Anurag Nair,CPUSS6845X,9190864703,anurag6836@hotmail.com,M,42,1984-05-14,660,660,120970,6100000,6100000,180,5259,home_loan,home_loan,Mumbai,salaried,Wedding,11.91,ready_to_move,2024-04-20
RET-006837,RET-006837,Anand Limaye,Anand Limaye,BEQIO5936Z,9805762264,anand6837@rediffmail.com,M,25,2001-12-04,723,723,25539,700000,700000,12,8079,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Medical emergency,14.14,,2024-10-16
RET-006838,RET-006838,Rajni Biswas,Rajni Biswas,LNVMU3081S,9401522927,rajni6838@hotmail.com,O,40,1986-04-09,687,687,125466,1300000,1300000,120,32295,home_loan,home_loan,Bengaluru,self_employed_professional,Education,18.32,under_construction,2025-02-04
RET-006839,RET-006839,Harsh Sidhu,Harsh Sidhu,XVBUR5828K,9974226464,harsh6839@hotmail.com,F,47,1979-02-02,842,842,50106,1500000,1500000,12,13090,personal_loan,personal_loan,Bengaluru,self_employed_professional,Education,14.9,,2024-03-23
RET-006840,RET-006840,Dhruv Monteiro,Dhruv Monteiro,LJLGS5790K,9531004620,dhruv6840@rediffmail.com,O,44,1982-05-19,832,832,118614,2500000,2500000,36,10231,personal_loan,personal_loan,Bengaluru,salaried,Travel,15.78,,2025-04-06
RET-006841,RET-006841,Saanvi Nandi,Saanvi Nandi,DAGEL4615C,9473997283,saanvi6841@gmail.com,M,41,1985-02-03,671,671,351330,2900000,2900000,84,60251,education_loan,education_loan,Bengaluru,self_employed_professional,Vehicle purchase,9.91,,2025-06-28
RET-006842,RET-006842,Lavanya Mane,Lavanya Mane,MHJIM2306Q,9169789181,lavanya6842@outlook.com,F,35,1991-10-05,864,864,42860,1000000,1000000,36,3012,auto_loan,auto_loan,Bengaluru,salaried,Education,13.5,,2024-06-19
RET-006843,RET-006843,Tushita Waghmare,Tushita Waghmare,IOVER9714I,9138850885,tushita6843@gmail.com,F,57,1969-09-02,812,812,122463,3000000,3000000,300,5222,home_loan,home_loan,Mumbai,self_employed_professional,Solar panel installation,17.06,under_construction,2025-11-02
RET-006844,RET-006844,Tejaswi Bhosale,Tejaswi Bhosale,TAJZB6079I,9398958850,tejaswi6844@outlook.com,M,27,1999-11-22,873,873,23766,300000,300000,36,6297,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home renovation,11.65,,2025-08-10
RET-006845,RET-006845,Abhi Natarajan,Abhi Natarajan,GBXNI5268N,9378984616,abhi6845@yahoo.co.in,M,35,1991-01-16,856,856,77019,1400000,1400000,48,22835,auto_loan,auto_loan,Bengaluru,salaried,Home appliances,14.95,,2025-08-13
RET-006846,RET-006846,Kunal Kang,Kunal Kang,DDASK3159O,9964312617,kunal6846@gmail.com,O,26,2000-05-26,719,719,140917,7600000,7600000,120,40006,home_loan,home_loan,Bengaluru,salaried,Personal expenses,17.54,ready_to_move,2025-12-11
RET-006847,RET-006847,Chanchal Joseph,Chanchal Joseph,GQDJC6459S,9835342131,chanchal6847@yahoo.co.in,O,28,1998-06-06,775,775,37691,300000,300000,36,2641,auto_loan,auto_loan,Delhi,self_employed_non_professional,Travel,18.44,,2024-08-01
RET-006848,RET-006848,Saloni Gowda,Saloni Gowda,AKVWZ2304C,9333910349,saloni6848@yahoo.co.in,F,57,1969-04-03,882,882,62565,7400000,7400000,300,4861,home_loan,home_loan,Indore,salaried,Travel,9.82,under_construction,2025-01-27
RET-006849,RET-006849,Mohit Das,Mohit Das,DMOZW6549C,9589618213,mohit6849@hotmail.com,M,31,1995-02-18,745,745,51322,1000000,1000000,24,5796,personal_loan,personal_loan,Bengaluru,self_employed_professional,Business expansion,11.25,,2024-10-22
RET-006850,RET-006850,Subash Ganesan,Subash Ganesan,WLXDB1082A,9504764612,subash6850@yahoo.co.in,O,52,1974-06-16,863,863,44014,1700000,1700000,60,37,personal_loan,personal_loan,Bengaluru,salaried,Consumer durables,15.37,,2025-10-20
RET-006851,RET-006851,Nagesh Zaveri,Nagesh Zaveri,EKHHJ4300C,9372877735,nagesh6851@outlook.com,M,33,1993-11-09,727,727,127091,210000,210000,18,35912,gold_loan,gold_loan,Ahmedabad,self_employed_professional,Education,10.09,,2024-08-16
RET-006852,RET-006852,Khushi Rajput,Khushi Rajput,RGHUC8991O,9889435369,khushi6852@rediffmail.com,F,35,1991-10-24,892,892,60519,700000,700000,36,9557,personal_loan,personal_loan,Bengaluru,salaried,Solar panel installation,17.44,,2024-07-12
RET-006853,RET-006853,Jayesh Tanwar,Jayesh Tanwar,HPPLL3658W,9294419460,jayesh6853@hotmail.com,F,34,1992-09-20,696,696,120944,3300000,3300000,240,29354,home_loan,home_loan,Mumbai,salaried,Education,11.02,ready_to_move,2025-03-23
RET-006854,RET-006854,Tushita Dubey,Tushita Dubey,JIVND4744V,9155773570,tushita6854@yahoo.co.in,O,33,1993-12-22,765,765,64756,150000,150000,18,13656,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Solar panel installation,9.78,,2024-07-25
RET-006855,RET-006855,Aarohi Rodrigues,Aarohi Rodrigues,JSDXR5408B,9460812491,aarohi6855@yahoo.co.in,F,56,1970-11-26,773,773,209954,3900000,3900000,180,51818,home_loan,home_loan,Bengaluru,salaried,Travel,16.61,ready_to_move,2025-03-02
RET-006856,RET-006856,Vaishnavi Malhotra,Vaishnavi Malhotra,VNRBF3839C,9672441607,vaishnavi6856@gmail.com,M,39,1987-02-22,769,769,115957,5100000,5100000,300,14463,home_loan,home_loan,Bengaluru,self_employed_professional,Business expansion,9.51,under_construction,2024-08-29
RET-006857,RET-006857,Rakesh Balakrishnan,Rakesh Balakrishnan,YWNDG9895L,9534216685,rakesh6857@yahoo.co.in,M,30,1996-06-24,764,764,64967,2100000,2100000,48,8756,personal_loan,personal_loan,Delhi,self_employed_professional,Home renovation,16.33,,2024-12-02
RET-006858,RET-006858,Nimisha Gopalakrishnan,Nimisha Gopalakrishnan,YQEWZ4716V,9156152654,nimisha6858@yahoo.co.in,O,25,2001-03-01,737,737,86124,1900000,1900000,60,8293,personal_loan,personal_loan,Bengaluru,self_employed_professional,Solar panel installation,13.39,,2025-04-12
RET-006859,RET-006859,Sonam Arumugam,Sonam Arumugam,CPJNN8891K,9688272479,sonam6859@rediffmail.com,O,56,1970-08-11,567,567,54898,1300000,1300000,48,13046,auto_loan,auto_loan,Pune,salaried,Personal expenses,15.59,,2025-12-10
RET-006860,RET-006860,Murali Kamble,Murali Kamble,ZRLSH8917G,9502719692,murali6860@outlook.com,M,53,1973-10-02,811,811,126592,3000000,3000000,120,22300,home_loan,home_loan,Bengaluru,salaried,Debt consolidation,13.56,ready_to_move,2024-12-12
RET-006861,RET-006861,Pallak Lodha,Pallak Lodha,JJXEO8407S,9964529976,pallak6861@yahoo.co.in,F,41,1985-06-08,879,879,232177,2300000,2300000,24,25825,personal_loan,personal_loan,Bengaluru,salaried,Solar panel installation,9.79,,2025-05-19
RET-006862,RET-006862,Anchita Ramachandran,Anchita Ramachandran,SSJBD3349S,9175880722,anchita6862@gmail.com,M,56,1970-06-28,591,591,123910,6800000,6800000,120,16512,home_loan,home_loan,Bengaluru,salaried,Medical emergency,10.28,under_construction,2025-10-13
RET-006863,RET-006863,Angad Ramasamy,Angad Ramasamy,IJMSI3917D,9639985626,angad6863@gmail.com,O,55,1971-10-15,813,813,108550,2300000,2300000,36,28970,personal_loan,personal_loan,Bengaluru,salaried,Medical emergency,13.36,,2024-11-05
RET-006864,RET-006864,Vivek Lodha,Vivek Lodha,EKVRK2405R,9531112028,vivek6864@outlook.com,M,34,1992-06-08,702,702,62960,1300000,1300000,72,4590,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Medical emergency,16.33,,2025-09-19
RET-006865,RET-006865,Archana Thomas,Archana Thomas,EKATR1212D,9405118718,archana6865@rediffmail.com,O,25,2001-11-25,885,885,23092,1900000,1900000,48,7179,personal_loan,personal_loan,Bengaluru,salaried,Wedding,11.1,,2024-09-09
RET-006866,RET-006866,Satish Gopalakrishnan,Satish Gopalakrishnan,RRACL5561X,9575777754,satish6866@gmail.com,O,34,1992-07-03,614,614,46680,1000000,1000000,36,4294,auto_loan,auto_loan,Bengaluru,salaried,Travel,16.25,,2024-08-21
RET-006867,RET-006867,Sumanth Upadhyay,Sumanth Upadhyay,DKYHU2243M,9900658720,sumanth6867@rediffmail.com,F,27,1999-12-08,787,787,98758,1100000,1100000,72,25821,auto_loan,auto_loan,Chennai,self_employed_professional,Personal expenses,10.81,,2025-02-03
RET-006868,RET-006868,Aashna Devarajan,Aashna Devarajan,AMJOC5713I,9620796831,aashna6868@yahoo.co.in,M,46,1980-05-23,816,816,38960,300000,300000,36,7425,personal_loan,personal_loan,Bengaluru,self_employed_professional,Medical emergency,10.92,,2024-04-23
RET-006869,RET-006869,Rachna Veerasamy,Rachna Veerasamy,RJGOV5227W,9601348319,rachna6869@yahoo.co.in,F,37,1989-05-24,795,795,109819,1400000,1400000,48,33256,auto_loan,auto_loan,Surat,salaried,Personal expenses,12.25,,2025-07-17
RET-006870,RET-006870,Sabina Dhillon,Sabina Dhillon,SGXCT4422U,9781013023,sabina6870@gmail.com,O,42,1984-07-21,781,781,203394,5100000,5100000,180,3979,home_loan,home_loan,Chennai,self_employed_professional,Home appliances,18.07,under_construction,2025-11-20
RET-006871,RET-006871,Nupur Hooda,Nupur Hooda,MXXKL9854U,9311237273,nupur6871@yahoo.co.in,M,57,1969-08-21,706,706,206476,900000,900000,48,36492,personal_loan,personal_loan,Bengaluru,self_employed_professional,Debt consolidation,16.34,,2026-01-31
RET-006872,RET-006872,Sumanth Phogat,Sumanth Phogat,ECABV8026I,9565492368,sumanth6872@yahoo.co.in,F,49,1977-06-07,782,782,59793,1100000,1100000,60,13044,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Business expansion,16.22,,2024-06-21
RET-006873,RET-006873,Aachal Waghmare,Aachal Waghmare,OPRLK6291B,9109707927,aachal6873@yahoo.co.in,F,28,1998-10-23,769,769,51755,1300000,1300000,48,9416,auto_loan,auto_loan,Delhi,salaried,Solar panel installation,11.33,,2025-10-16
RET-006874,RET-006874,Priya Kale,Priya Kale,TYOBA9650I,9143426975,priya6874@outlook.com,F,50,1976-03-07,785,785,61452,100000,100000,24,4606,gold_loan,gold_loan,Mumbai,salaried,Home renovation,13.96,,2024-08-22
RET-006875,RET-006875,Aamani Biswas,Aamani Biswas,HVBES3687S,9747197813,aamani6875@outlook.com,M,53,1973-02-26,716,716,55957,1600000,1600000,48,193,auto_loan,auto_loan,Mumbai,self_employed_non_professional,Solar panel installation,10.47,,2025-11-10
RET-006876,RET-006876,Pranita Subramaniam,Pranita Subramaniam,VQKMG2944H,9767148379,pranita6876@rediffmail.com,M,50,1976-06-18,878,878,348349,1500000,1500000,24,89927,personal_loan,personal_loan,Delhi,self_employed_non_professional,Personal expenses,17.62,,2025-05-16
RET-006877,RET-006877,Zubair Arumugam,Zubair Arumugam,EWSFC6321B,9646335566,zubair6877@rediffmail.com,F,35,1991-06-14,828,828,64465,1400000,1400000,24,4700,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Business expansion,11.3,,2024-08-11
RET-006878,RET-006878,Abhimanyu Patil,Abhimanyu Patil,DQYQJ8346C,9794708210,abhimanyu6878@hotmail.com,O,48,1978-03-25,809,809,51953,5400000,5400000,240,747,home_loan,home_loan,Ahmedabad,self_employed_non_professional,Solar panel installation,12.17,ready_to_move,2025-01-14
RET-006879,RET-006879,Khushi Bhattacharya,Khushi Bhattacharya,CZHJR9836V,9271281073,khushi6879@yahoo.co.in,M,54,1972-10-07,747,747,221796,2900000,2900000,180,29774,home_loan,home_loan,Bengaluru,self_employed_professional,Consumer durables,16.0,under_construction,2024-10-18
RET-006880,RET-006880,Sunita Gill,Sunita Gill,AHYHY1289H,9275039223,sunita6880@rediffmail.com,O,58,1968-01-28,790,790,82507,1600000,1600000,72,9946,auto_loan,auto_loan,Bengaluru,salaried,Medical emergency,17.83,,2025-10-03
RET-006881,RET-006881,Abhaya Balakrishnan,Abhaya Balakrishnan,PURIH8852X,9637741027,abhaya6881@yahoo.co.in,O,47,1979-02-25,748,748,387539,3600000,3600000,180,87859,home_loan,home_loan,Jaipur,self_employed_professional,Solar panel installation,14.03,under_construction,2025-06-28
RET-006882,RET-006882,Aashna Trivedi,Aashna Trivedi,UMZBS2982Z,9177220846,aashna6882@gmail.com,M,32,1994-05-28,875,875,38363,3000000,3000000,120,5802,education_loan,education_loan,Surat,salaried,Vehicle purchase,17.39,,2024-05-23
RET-006883,RET-006883,Shivani Hariharan,Shivani Hariharan,RRMMZ1292W,9743193857,shivani6883@gmail.com,F,46,1980-07-25,884,884,27509,2300000,2300000,12,4143,personal_loan,personal_loan,Indore,salaried,Home appliances,13.0,,2024-10-14
RET-006884,RET-006884,Ayesha Mandal,Ayesha Mandal,ZQFLP5668H,9234308849,ayesha6884@yahoo.co.in,F,24,2002-01-07,801,801,108879,4900000,4900000,240,14006,home_loan,home_loan,Bengaluru,self_employed_professional,Medical emergency,16.19,ready_to_move,2025-09-28
RET-006885,RET-006885,Mamatha Rathore,Mamatha Rathore,KCGEW5648G,9622872552,mamatha6885@hotmail.com,O,35,1991-01-11,867,867,24104,160000,160000,18,2925,gold_loan,gold_loan,Pune,self_employed_professional,Home appliances,17.83,,2024-05-04
RET-006886,RET-006886,Adhiti Desai,Adhiti Desai,FNWNG7807Q,9434494568,adhiti6886@rediffmail.com,M,53,1973-11-08,769,769,219408,3800000,3800000,120,59751,home_loan,home_loan,Bengaluru,self_employed_professional,Home appliances,15.76,ready_to_move,2024-03-28
RET-006887,RET-006887,Naveen Bajaj,Naveen Bajaj,OTKAZ5811O,9501695511,naveen6887@gmail.com,M,33,1993-02-04,712,712,56459,1700000,1700000,48,6136,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Debt consolidation,13.9,,2024-06-06
RET-006888,RET-006888,Madhav Gopalakrishnan,Madhav Gopalakrishnan,BCPVU5469A,9526583820,madhav6888@rediffmail.com,F,59,1967-01-17,724,724,22487,700000,700000,72,1096,auto_loan,auto_loan,Mumbai,self_employed_professional,Personal expenses,17.28,,2026-02-07
RET-006889,RET-006889,Achal Veerasamy,Achal Veerasamy,DSETN4544V,9337049825,achal6889@yahoo.co.in,F,33,1993-12-06,614,614,26016,1500000,1500000,24,4397,personal_loan,personal_loan,Pune,self_employed_non_professional,Solar panel installation,17.13,,2024-11-21
RET-006890,RET-006890,Aarohi Oswal,Aarohi Oswal,MDPBT2183U,9832240737,aarohi6890@yahoo.co.in,O,22,2004-01-19,846,846,100761,2500000,2500000,12,22609,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Education,12.55,,2024-06-24
RET-006891,RET-006891,Khushi Reddy,Khushi Reddy,XOHNM6394L,9277831908,khushi6891@rediffmail.com,M,26,2000-04-20,893,893,184164,800000,800000,48,8682,personal_loan,personal_loan,Hyderabad,self_employed_non_professional,Solar panel installation,17.82,,2025-11-28
RET-006892,RET-006892,Abha Monteiro,Abha Monteiro,RCCHR9104E,9910039066,abha6892@gmail.com,O,31,1995-01-14,779,779,120920,6500000,6500000,180,25587,home_loan,home_loan,Hyderabad,self_employed_non_professional,Vehicle purchase,13.47,under_construction,2025-01-09
RET-006893,RET-006893,Sowmya Dhaliwal,Sowmya Dhaliwal,BOFNP6562C,9405937097,sowmya6893@yahoo.co.in,O,47,1979-06-18,580,580,107850,4500000,4500000,180,685,home_loan,home_loan,Bengaluru,self_employed_non_professional,Education,13.01,ready_to_move,2024-10-07
RET-006894,RET-006894,Avni Mishra,Avni Mishra,UTOST5247K,9912506205,avni6894@rediffmail.com,M,34,1992-05-25,744,744,305917,1800000,1800000,240,67851,home_loan,home_loan,Surat,self_employed_non_professional,Education,12.09,ready_to_move,2025-06-28
RET-006895,RET-006895,Aamani Thiruvengadam,Aamani Thiruvengadam,SDILF1150P,9833036774,aamani6895@hotmail.com,O,56,1970-01-05,734,734,157250,150000,150000,6,34371,gold_loan,gold_loan,Delhi,salaried,Education,13.07,,2024-09-13
RET-006896,RET-006896,Ruhi Karuppusamy,Ruhi Karuppusamy,ZATUC6876A,9187109431,ruhi6896@outlook.com,O,51,1975-04-11,794,794,61182,1700000,1700000,60,6619,auto_loan,auto_loan,Mumbai,self_employed_professional,Vehicle purchase,11.94,,2025-11-18
RET-006897,RET-006897,Adhira Philip,Adhira Philip,DACPN3543D,9900270326,adhira6897@rediffmail.com,O,37,1989-07-09,869,869,70415,1800000,1800000,120,20573,education_loan,education_loan,Hyderabad,salaried,Solar panel installation,16.17,,2025-12-12
RET-006898,RET-006898,Jagadish Mondal,Jagadish Mondal,FXANJ2605F,9456814689,jagadish6898@rediffmail.com,O,23,2003-12-07,624,624,37407,1500000,1500000,36,1987,auto_loan,auto_loan,Bengaluru,salaried,Travel,17.81,,2024-08-19
RET-006899,RET-006899,Vaibhav Jain,Vaibhav Jain,XOKRZ4212T,9198200607,vaibhav6899@hotmail.com,M,55,1971-07-13,870,870,41185,1000000,1000000,60,4427,auto_loan,auto_loan,Pune,self_employed_professional,Consumer durables,14.86,,2025-04-05
RET-006900,RET-006900,Prashanth Govindasamy,Prashanth Govindasamy,QYMPR7961Z,9542278186,prashanth6900@yahoo.co.in,F,38,1988-08-02,891,891,108535,2800000,2800000,120,16049,home_loan,home_loan,Bengaluru,self_employed_non_professional,Home renovation,14.87,ready_to_move,2024-05-09
RET-006901,RET-006901,Sachin Gill,Sachin Gill,MSCRL5857A,9228721901,sachin6901@hotmail.com,F,32,1994-05-06,726,726,96251,250000,250000,12,17316,gold_loan,gold_loan,Bengaluru,self_employed_non_professional,Personal expenses,10.06,,2025-11-04
RET-006902,RET-006902,Chandra Limaye,Chandra Limaye,NQYNF6478A,9548671327,chandra6902@hotmail.com,M,22,2004-10-27,595,595,76063,7100000,7100000,240,4945,home_loan,home_loan,Hyderabad,salaried,Vehicle purchase,15.95,under_construction,2024-08-12
RET-006903,RET-006903,Rupesh Naik,Rupesh Naik,LENFC4746T,9506367852,rupesh6903@hotmail.com,O,52,1974-09-19,590,590,149719,200000,200000,12,19224,personal_loan,personal_loan,Surat,self_employed_non_professional,Education,14.38,,2025-08-17
RET-006904,RET-006904,Sushma Annamalai,Sushma Annamalai,EUYYD1679H,9811535732,sushma6904@hotmail.com,O,54,1972-07-24,868,868,51881,3200000,3200000,300,15659,home_loan,home_loan,Kochi,self_employed_non_professional,Debt consolidation,15.31,ready_to_move,2024-12-04
RET-006905,RET-006905,Aahan Bhosale,Aahan Bhosale,FWSHE6155J,9905980457,aahan6905@outlook.com,M,41,1985-09-03,791,791,385481,600000,600000,24,40719,personal_loan,personal_loan,Kochi,self_employed_professional,Education,13.16,,2025-05-16
RET-006906,RET-006906,Zubaida Natarajan,Zubaida Natarajan,APDHT9408C,9421199559,zubaida6906@yahoo.co.in,F,28,1998-03-16,598,598,133072,2300000,2300000,60,5190,personal_loan,personal_loan,Mumbai,self_employed_professional,Education,10.03,,2026-01-28
RET-006907,RET-006907,Vivek Thakkar,Vivek Thakkar,MAGZN7426T,9280911687,vivek6907@outlook.com,O,38,1988-05-11,763,763,23614,200000,200000,36,4326,personal_loan,personal_loan,Mumbai,salaried,Home appliances,17.91,,2024-08-09
RET-006908,RET-006908,Bharath Mishra,Bharath Mishra,GPGDO8470C,9181127101,bharath6908@rediffmail.com,M,56,1970-01-23,873,873,275503,1400000,1400000,36,24515,auto_loan,auto_loan,Bengaluru,self_employed_non_professional,Home appliances,16.51,,2026-01-29
RET-006909,RET-006909,Rachna Arora,Rachna Arora,AGFAP5473W,9892252174,rachna6909@rediffmail.com,O,58,1968-01-05,750,750,104134,2400000,2400000,48,15753,personal_loan,personal_loan,Delhi,self_employed_professional,Medical emergency,14.73,,2025-07-15
RET-006910,RET-006910,Aahan Srivastava,Aahan Srivastava,MJZUU9398V,9137416106,aahan6910@yahoo.co.in,M,31,1995-09-23,843,843,41893,1200000,1200000,48,3179,personal_loan,personal_loan,Bengaluru,self_employed_non_professional,Personal expenses,12.13,,2025-12-04
RET-006911,RET-006911,Prashanth Annamalai,Prashanth Annamalai,IDYKC3672P,9739316266,prashanth6911@hotmail.com,O,49,1977-12-28,748,748,58225,900000,900000,48,11030,auto_loan,auto_loan,Mumbai,self_employed_non_professional,Wedding,15.42,,2024-08-11
RET-006912,RET-006912,Sangeetha Sundaram,Sangeetha Sundaram,TFMGL2529A,9107282503,sangeetha6912@hotmail.com,F,53,1973-07-16,817,817,29848,1000000,1000000,24,6261,personal_loan,personal_loan,Bengaluru,salaried,Consumer durables,11.21,,2025-05-04
